individual,length,size,stimulus,stim_order,response,treatment,stimulus_treat,stim
259,13,xlarge,-0.03,8,0,Girdle,Girdle 5%,7%
259,13,xlarge,-0.03,15,0,Girdle,Girdle 5%,7%
259,13,xlarge,-0.03,26,0,Girdle,Girdle 5%,7%
259,13,xlarge,-0.03,33,0,Girdle,Girdle 5%,7%
260,8,medium,-0.03,1,0,Girdle,Girdle 5%,7%
260,8,medium,-0.03,11,0,Girdle,Girdle 5%,7%
260,8,medium,-0.03,19,0,Girdle,Girdle 5%,7%
260,8,medium,-0.03,23,0,Girdle,Girdle 5%,7%
260,8,medium,-0.03,40,0,Girdle,Girdle 5%,7%
261,8,medium,-0.03,6,0,Girdle,Girdle 5%,7%
261,8,medium,-0.03,10,0,Girdle,Girdle 5%,7%
261,8,medium,-0.03,13,0,Girdle,Girdle 5%,7%
261,8,medium,-0.03,26,0,Girdle,Girdle 5%,7%
261,8,medium,-0.03,29,0,Girdle,Girdle 5%,7%
1,9,medium,-0.03,1,1,Control,Whole 5%,Whole 0.7
1,9,medium,-0.03,5,1,Control,Whole 5%,Whole 0.7
1,9,medium,-0.03,35,0,Control,Whole 5%,Whole 0.7
2,7,medium,-0.03,15,1,Control,Whole 5%,Whole 0.7
2,7,medium,-0.03,18,0,Control,Whole 5%,Whole 0.7
2,7,medium,-0.03,32,0,Control,Whole 5%,Whole 0.7
3,8,medium,-0.03,11,1,Control,Whole 5%,Whole 0.7
3,8,medium,-0.03,12,0,Control,Whole 5%,Whole 0.7
3,8,medium,-0.03,14,1,Control,Whole 5%,Whole 0.7
4,9,medium,-0.03,13,0,Control,Whole 5%,Whole 0.7
4,9,medium,-0.03,20,1,Control,Whole 5%,Whole 0.7
4,9,medium,-0.03,27,1,Control,Whole 5%,Whole 0.7
5,8,medium,-0.03,3,1,Control,Whole 5%,Whole 0.7
5,8,medium,-0.03,9,1,Control,Whole 5%,Whole 0.7
5,8,medium,-0.03,11,0,Control,Whole 5%,Whole 0.7
6,7,medium,-0.03,2,1,Control,Whole 5%,Whole 0.7
6,7,medium,-0.03,3,1,Control,Whole 5%,Whole 0.7
6,7,medium,-0.03,24,0,Control,Whole 5%,Whole 0.7
7,10,large,-0.03,9,0,Control,Whole 5%,Whole 0.7
7,10,large,-0.03,14,1,Control,Whole 5%,Whole 0.7
7,10,large,-0.03,21,0,Control,Whole 5%,Whole 0.7
8,6,small,-0.03,9,1,Control,Whole 5%,Whole 0.7
8,6,small,-0.03,18,1,Control,Whole 5%,Whole 0.7
8,6,small,-0.03,20,0,Control,Whole 5%,Whole 0.7
9,9,medium,-0.03,3,0,Control,Whole 5%,Whole 0.7
9,9,medium,-0.03,14,0,Control,Whole 5%,Whole 0.7
9,9,medium,-0.03,21,0,Control,Whole 5%,Whole 0.7
10,7,medium,-0.03,4,1,Control,Whole 5%,Whole 0.7
10,7,medium,-0.03,12,1,Control,Whole 5%,Whole 0.7
10,7,medium,-0.03,15,0,Control,Whole 5%,Whole 0.7
11,8,medium,-0.03,6,0,Control,Whole 5%,Whole 0.7
11,8,medium,-0.03,15,0,Control,Whole 5%,Whole 0.7
11,8,medium,-0.03,21,0,Control,Whole 5%,Whole 0.7
12,7,medium,-0.03,25,0,Control,Whole 5%,Whole 0.7
12,7,medium,-0.03,30,0,Control,Whole 5%,Whole 0.7
12,7,medium,-0.03,32,0,Control,Whole 5%,Whole 0.7
13,11,large,-0.03,4,1,Control,Whole 5%,Whole 0.7
13,11,large,-0.03,7,1,Control,Whole 5%,Whole 0.7
13,11,large,-0.03,14,0,Control,Whole 5%,Whole 0.7
14,7,medium,-0.03,4,0,Control,Whole 5%,Whole 0.7
14,7,medium,-0.03,15,1,Control,Whole 5%,Whole 0.7
14,7,medium,-0.03,21,0,Control,Whole 5%,Whole 0.7
15,8,medium,-0.03,26,1,Control,Whole 5%,Whole 0.7
15,8,medium,-0.03,30,1,Control,Whole 5%,Whole 0.7
15,8,medium,-0.03,31,1,Control,Whole 5%,Whole 0.7
16,5,small,-0.03,18,0,Control,Whole 5%,Whole 0.7
16,5,small,-0.03,23,1,Control,Whole 5%,Whole 0.7
16,5,small,-0.03,34,1,Control,Whole 5%,Whole 0.7
17,7,medium,-0.03,2,1,Control,Whole 5%,Whole 0.7
17,7,medium,-0.03,18,1,Control,Whole 5%,Whole 0.7
17,7,medium,-0.03,36,1,Control,Whole 5%,Whole 0.7
18,11,large,-0.03,2,0,Control,Whole 5%,Whole 0.7
18,11,large,-0.03,3,0,Control,Whole 5%,Whole 0.7
18,11,large,-0.03,20,0,Control,Whole 5%,Whole 0.7
19,7,medium,-0.03,2,0,Control,Whole 5%,Whole 0.7
19,7,medium,-0.03,18,0,Control,Whole 5%,Whole 0.7
19,7,medium,-0.03,36,0,Control,Whole 5%,Whole 0.7
20,4,small,-0.03,6,1,Control,Whole 5%,Whole 0.7
20,4,small,-0.03,15,1,Control,Whole 5%,Whole 0.7
20,4,small,-0.03,21,0,Control,Whole 5%,Whole 0.7
21,7,medium,-0.03,25,1,Control,Whole 5%,Whole 0.7
21,7,medium,-0.03,30,0,Control,Whole 5%,Whole 0.7
21,7,medium,-0.03,32,0,Control,Whole 5%,Whole 0.7
22,6,small,-0.03,4,0,Control,Whole 5%,Whole 0.7
22,6,small,-0.03,7,1,Control,Whole 5%,Whole 0.7
22,6,small,-0.03,14,0,Control,Whole 5%,Whole 0.7
23,10,large,-0.03,4,0,Control,Whole 5%,Whole 0.7
23,10,large,-0.03,15,0,Control,Whole 5%,Whole 0.7
23,10,large,-0.03,21,1,Control,Whole 5%,Whole 0.7
24,6,small,-0.03,2,0,Control,Whole 5%,Whole 0.7
24,6,small,-0.03,3,0,Control,Whole 5%,Whole 0.7
24,6,small,-0.03,20,1,Control,Whole 5%,Whole 0.7
25,6,small,-0.03,2,0,Control,Whole 5%,Whole 0.7
25,6,small,-0.03,10,0,Control,Whole 5%,Whole 0.7
25,6,small,-0.03,30,1,Control,Whole 5%,Whole 0.7
26,12,large,-0.03,18,0,Control,Whole 5%,Whole 0.7
26,12,large,-0.03,23,1,Control,Whole 5%,Whole 0.7
26,12,large,-0.03,34,0,Control,Whole 5%,Whole 0.7
27,7,medium,-0.03,2,1,Control,Whole 5%,Whole 0.7
27,7,medium,-0.03,18,0,Control,Whole 5%,Whole 0.7
27,7,medium,-0.03,36,1,Control,Whole 5%,Whole 0.7
28,12,large,-0.03,18,1,Control,Whole 5%,Whole 0.7
28,12,large,-0.03,23,1,Control,Whole 5%,Whole 0.7
28,12,large,-0.03,34,1,Control,Whole 5%,Whole 0.7
29,7,medium,-0.03,18,1,Control,Whole 5%,Whole 0.7
29,7,medium,-0.03,23,0,Control,Whole 5%,Whole 0.7
29,7,medium,-0.03,34,0,Control,Whole 5%,Whole 0.7
30,8,medium,-0.03,2,0,Control,Whole 5%,Whole 0.7
30,8,medium,-0.03,18,0,Control,Whole 5%,Whole 0.7
30,8,medium,-0.03,36,0,Control,Whole 5%,Whole 0.7
31,6,small,-0.03,2,0,Control,Whole 5%,Whole 0.7
31,6,small,-0.03,3,0,Control,Whole 5%,Whole 0.7
31,6,small,-0.03,20,0,Control,Whole 5%,Whole 0.7
32,8,medium,-0.03,4,0,Control,Whole 5%,Whole 0.7
32,8,medium,-0.03,12,0,Control,Whole 5%,Whole 0.7
32,8,medium,-0.03,15,0,Control,Whole 5%,Whole 0.7
33,10,large,-0.03,6,0,Control,Whole 5%,Whole 0.7
33,10,large,-0.03,15,1,Control,Whole 5%,Whole 0.7
33,10,large,-0.03,21,0,Control,Whole 5%,Whole 0.7
34,7,medium,-0.03,25,0,Control,Whole 5%,Whole 0.7
34,7,medium,-0.03,30,0,Control,Whole 5%,Whole 0.7
34,7,medium,-0.03,32,0,Control,Whole 5%,Whole 0.7
35,12,large,-0.03,4,1,Control,Whole 5%,Whole 0.7
35,12,large,-0.03,7,0,Control,Whole 5%,Whole 0.7
35,12,large,-0.03,14,0,Control,Whole 5%,Whole 0.7
36,6,small,-0.03,18,1,Control,Whole 5%,Whole 0.7
36,6,small,-0.03,23,0,Control,Whole 5%,Whole 0.7
36,6,small,-0.03,34,0,Control,Whole 5%,Whole 0.7
37,10,large,-0.03,2,1,Control,Whole 5%,Whole 0.7
37,10,large,-0.03,18,1,Control,Whole 5%,Whole 0.7
37,10,large,-0.03,36,0,Control,Whole 5%,Whole 0.7
38,9,medium,-0.03,2,0,Control,Whole 5%,Whole 0.7
38,9,medium,-0.03,3,0,Control,Whole 5%,Whole 0.7
38,9,medium,-0.03,20,0,Control,Whole 5%,Whole 0.7
39,8,medium,-0.03,4,0,Control,Whole 5%,Whole 0.7
39,8,medium,-0.03,12,0,Control,Whole 5%,Whole 0.7
39,8,medium,-0.03,15,1,Control,Whole 5%,Whole 0.7
40,7,medium,-0.03,6,0,Control,Whole 5%,Whole 0.7
40,7,medium,-0.03,15,0,Control,Whole 5%,Whole 0.7
40,7,medium,-0.03,21,0,Control,Whole 5%,Whole 0.7
41,8,medium,-0.03,25,0,Control,Whole 5%,Whole 0.7
41,8,medium,-0.03,30,0,Control,Whole 5%,Whole 0.7
41,8,medium,-0.03,32,1,Control,Whole 5%,Whole 0.7
42,10,large,-0.03,4,0,Control,Whole 5%,Whole 0.7
42,10,large,-0.03,7,0,Control,Whole 5%,Whole 0.7
42,10,large,-0.03,14,1,Control,Whole 5%,Whole 0.7
43,7,medium,-0.03,4,0,Control,Whole 5%,Whole 0.7
43,7,medium,-0.03,12,0,Control,Whole 5%,Whole 0.7
43,7,medium,-0.03,15,0,Control,Whole 5%,Whole 0.7
44,5,small,-0.03,2,0,Control,Whole 5%,Whole 0.7
44,5,small,-0.03,18,0,Control,Whole 5%,Whole 0.7
44,5,small,-0.03,36,1,Control,Whole 5%,Whole 0.7
45,6,small,-0.03,2,0,Control,Whole 5%,Whole 0.7
45,6,small,-0.03,3,1,Control,Whole 5%,Whole 0.7
45,6,small,-0.03,20,1,Control,Whole 5%,Whole 0.7
46,8,medium,-0.03,4,1,Control,Whole 5%,Whole 0.7
46,8,medium,-0.03,12,1,Control,Whole 5%,Whole 0.7
46,8,medium,-0.03,15,0,Control,Whole 5%,Whole 0.7
47,9,medium,-0.03,6,0,Control,Whole 5%,Whole 0.7
47,9,medium,-0.03,15,0,Control,Whole 5%,Whole 0.7
47,9,medium,-0.03,21,1,Control,Whole 5%,Whole 0.7
48,8,medium,-0.03,25,1,Control,Whole 5%,Whole 0.7
48,8,medium,-0.03,30,0,Control,Whole 5%,Whole 0.7
48,8,medium,-0.03,32,0,Control,Whole 5%,Whole 0.7
49,7,medium,-0.03,4,0,Control,Whole 5%,Whole 0.7
49,7,medium,-0.03,7,1,Control,Whole 5%,Whole 0.7
49,7,medium,-0.03,14,0,Control,Whole 5%,Whole 0.7
50,9,medium,-0.03,4,1,Control,Whole 5%,Whole 0.7
50,9,medium,-0.03,15,0,Control,Whole 5%,Whole 0.7
50,9,medium,-0.03,21,0,Control,Whole 5%,Whole 0.7
51,8,medium,-0.03,6,0,Control,Whole 5%,Whole 0.7
51,8,medium,-0.03,15,0,Control,Whole 5%,Whole 0.7
51,8,medium,-0.03,21,0,Control,Whole 5%,Whole 0.7
52,7,medium,-0.03,25,0,Control,Whole 5%,Whole 0.7
52,7,medium,-0.03,30,0,Control,Whole 5%,Whole 0.7
52,7,medium,-0.03,32,0,Control,Whole 5%,Whole 0.7
53,7,medium,-0.03,4,0,Control,Whole 5%,Whole 0.7
53,7,medium,-0.03,7,0,Control,Whole 5%,Whole 0.7
53,7,medium,-0.03,14,0,Control,Whole 5%,Whole 0.7
54,7,medium,-0.03,4,0,Control,Whole 5%,Whole 0.7
54,7,medium,-0.03,15,0,Control,Whole 5%,Whole 0.7
54,7,medium,-0.03,21,1,Control,Whole 5%,Whole 0.7
55,7,medium,-0.03,18,0,Control,Whole 5%,Whole 0.7
55,7,medium,-0.03,23,0,Control,Whole 5%,Whole 0.7
55,7,medium,-0.03,34,0,Control,Whole 5%,Whole 0.7
56,6,small,-0.03,2,0,Control,Whole 5%,Whole 0.7
56,6,small,-0.03,18,0,Control,Whole 5%,Whole 0.7
56,6,small,-0.03,36,1,Control,Whole 5%,Whole 0.7
57,12,large,-0.03,2,1,Control,Whole 5%,Whole 0.7
57,12,large,-0.03,3,0,Control,Whole 5%,Whole 0.7
57,12,large,-0.03,20,0,Control,Whole 5%,Whole 0.7
58,11,large,-0.03,4,0,Control,Whole 5%,Whole 0.7
58,11,large,-0.03,12,0,Control,Whole 5%,Whole 0.7
58,11,large,-0.03,15,1,Control,Whole 5%,Whole 0.7
59,6,small,-0.03,6,0,Control,Whole 5%,Whole 0.7
59,6,small,-0.03,15,0,Control,Whole 5%,Whole 0.7
59,6,small,-0.03,21,0,Control,Whole 5%,Whole 0.7
60,9,medium,-0.03,25,1,Control,Whole 5%,Whole 0.7
60,9,medium,-0.03,30,1,Control,Whole 5%,Whole 0.7
60,9,medium,-0.03,32,1,Control,Whole 5%,Whole 0.7
101,7,medium,-0.26,14,1,Valve,Valve 27%,25%
101,7,medium,-0.26,15,1,Valve,Valve 27%,25%
101,7,medium,-0.26,19,1,Valve,Valve 27%,25%
102,5,small,-0.26,3,0,Valve,Valve 27%,25%
102,5,small,-0.26,9,1,Valve,Valve 27%,25%
102,5,small,-0.26,31,1,Valve,Valve 27%,25%
103,4,small,-0.26,12,1,Valve,Valve 27%,25%
103,4,small,-0.26,22,1,Valve,Valve 27%,25%
103,4,small,-0.26,29,1,Valve,Valve 27%,25%
104,5,small,-0.26,12,1,Valve,Valve 27%,25%
104,5,small,-0.26,22,1,Valve,Valve 27%,25%
104,5,small,-0.26,29,1,Valve,Valve 27%,25%
105,6,small,-0.26,14,1,Valve,Valve 27%,25%
105,6,small,-0.26,15,1,Valve,Valve 27%,25%
105,6,small,-0.26,19,1,Valve,Valve 27%,25%
106,7,medium,-0.26,12,1,Valve,Valve 27%,25%
106,7,medium,-0.26,22,1,Valve,Valve 27%,25%
106,7,medium,-0.26,29,1,Valve,Valve 27%,25%
107,9,medium,-0.26,14,1,Valve,Valve 27%,25%
107,9,medium,-0.26,15,1,Valve,Valve 27%,25%
107,9,medium,-0.26,19,1,Valve,Valve 27%,25%
108,7,medium,-0.26,14,1,Valve,Valve 27%,25%
108,7,medium,-0.26,17,0,Valve,Valve 27%,25%
108,7,medium,-0.26,24,1,Valve,Valve 27%,25%
109,6,small,-0.26,3,1,Valve,Valve 27%,25%
109,6,small,-0.26,9,1,Valve,Valve 27%,25%
109,6,small,-0.26,31,0,Valve,Valve 27%,25%
110,10,large,-0.26,2,0,Valve,Valve 27%,25%
110,10,large,-0.26,11,1,Valve,Valve 27%,25%
110,10,large,-0.26,19,1,Valve,Valve 27%,25%
111,8,medium,-0.26,1,1,Valve,Valve 27%,25%
111,8,medium,-0.26,26,1,Valve,Valve 27%,25%
111,8,medium,-0.26,31,1,Valve,Valve 27%,25%
113,7,medium,-0.26,3,1,Valve,Valve 27%,25%
113,7,medium,-0.26,10,1,Valve,Valve 27%,25%
113,7,medium,-0.26,26,1,Valve,Valve 27%,25%
114,13,xlarge,-0.26,2,1,Valve,Valve 27%,25%
114,13,xlarge,-0.26,12,1,Valve,Valve 27%,25%
114,13,xlarge,-0.26,22,1,Valve,Valve 27%,25%
115,14,xlarge,-0.26,6,1,Valve,Valve 27%,25%
115,14,xlarge,-0.26,20,1,Valve,Valve 27%,25%
115,14,xlarge,-0.26,29,0,Valve,Valve 27%,25%
116,13,xlarge,-0.26,2,1,Valve,Valve 27%,25%
116,13,xlarge,-0.26,11,1,Valve,Valve 27%,25%
116,13,xlarge,-0.26,19,1,Valve,Valve 27%,25%
117,5,small,-0.26,8,0,Valve,Valve 27%,25%
117,5,small,-0.26,9,0,Valve,Valve 27%,25%
117,5,small,-0.26,13,0,Valve,Valve 27%,25%
118,5,small,-0.26,12,1,Valve,Valve 27%,25%
118,5,small,-0.26,22,1,Valve,Valve 27%,25%
118,5,small,-0.26,29,1,Valve,Valve 27%,25%
119,12,large,-0.26,14,1,Valve,Valve 27%,25%
119,12,large,-0.26,15,1,Valve,Valve 27%,25%
119,12,large,-0.26,19,1,Valve,Valve 27%,25%
120,12,large,-0.26,14,1,Valve,Valve 27%,25%
120,12,large,-0.26,17,0,Valve,Valve 27%,25%
120,12,large,-0.26,24,0,Valve,Valve 27%,25%
121,7,medium,-0.26,14,1,Valve,Valve 27%,25%
121,7,medium,-0.26,17,1,Valve,Valve 27%,25%
121,7,medium,-0.26,24,1,Valve,Valve 27%,25%
122,10,large,-0.26,3,1,Valve,Valve 27%,25%
122,10,large,-0.26,9,1,Valve,Valve 27%,25%
122,10,large,-0.26,31,1,Valve,Valve 27%,25%
123,9,medium,-0.26,16,1,Valve,Valve 27%,25%
123,9,medium,-0.26,23,1,Valve,Valve 27%,25%
123,9,medium,-0.26,26,1,Valve,Valve 27%,25%
124,7,medium,-0.26,16,1,Valve,Valve 27%,25%
124,7,medium,-0.26,23,1,Valve,Valve 27%,25%
124,7,medium,-0.26,26,1,Valve,Valve 27%,25%
125,6,small,-0.26,5,0,Valve,Valve 27%,25%
125,6,small,-0.26,10,1,Valve,Valve 27%,25%
125,6,small,-0.26,18,1,Valve,Valve 27%,25%
126,7,medium,-0.26,14,1,Valve,Valve 27%,25%
126,7,medium,-0.26,17,0,Valve,Valve 27%,25%
126,7,medium,-0.26,24,1,Valve,Valve 27%,25%
127,12,large,-0.26,3,1,Valve,Valve 27%,25%
127,12,large,-0.26,9,1,Valve,Valve 27%,25%
127,12,large,-0.26,31,1,Valve,Valve 27%,25%
128,6,small,-0.26,14,1,Valve,Valve 27%,25%
128,6,small,-0.26,15,1,Valve,Valve 27%,25%
128,6,small,-0.26,19,1,Valve,Valve 27%,25%
129,8,medium,-0.26,3,1,Valve,Valve 27%,25%
129,8,medium,-0.26,9,1,Valve,Valve 27%,25%
129,8,medium,-0.26,31,1,Valve,Valve 27%,25%
130,14,xlarge,-0.26,3,1,Valve,Valve 27%,25%
130,14,xlarge,-0.26,9,1,Valve,Valve 27%,25%
130,14,xlarge,-0.26,31,1,Valve,Valve 27%,25%
131,7,medium,-0.26,2,0,Valve,Valve 27%,25%
131,7,medium,-0.26,11,1,Valve,Valve 27%,25%
131,7,medium,-0.26,19,1,Valve,Valve 27%,25%
132,13,xlarge,-0.26,2,0,Valve,Valve 27%,25%
132,13,xlarge,-0.26,11,0,Valve,Valve 27%,25%
132,13,xlarge,-0.26,19,1,Valve,Valve 27%,25%
133,7,medium,-0.26,5,1,Valve,Valve 27%,25%
133,7,medium,-0.26,10,1,Valve,Valve 27%,25%
133,7,medium,-0.26,18,1,Valve,Valve 27%,25%
134,7,medium,-0.26,1,1,Valve,Valve 27%,25%
134,7,medium,-0.26,26,0,Valve,Valve 27%,25%
135,9,medium,-0.26,11,1,Valve,Valve 27%,25%
135,9,medium,-0.26,22,1,Valve,Valve 27%,25%
135,9,medium,-0.26,30,1,Valve,Valve 27%,25%
136,7,medium,-0.26,2,1,Valve,Valve 27%,25%
136,7,medium,-0.26,12,1,Valve,Valve 27%,25%
137,16,xlarge,-0.26,13,0,Valve,Valve 27%,25%
137,16,xlarge,-0.26,21,0,Valve,Valve 27%,25%
137,16,xlarge,-0.26,22,0,Valve,Valve 27%,25%
138,9,medium,-0.26,7,1,Valve,Valve 27%,25%
138,9,medium,-0.26,12,1,Valve,Valve 27%,25%
138,9,medium,-0.26,25,1,Valve,Valve 27%,25%
139,9,medium,-0.26,1,1,Valve,Valve 27%,25%
139,9,medium,-0.26,2,1,Valve,Valve 27%,25%
139,9,medium,-0.26,22,1,Valve,Valve 27%,25%
140,11,large,-0.26,12,1,Valve,Valve 27%,25%
140,11,large,-0.26,22,1,Valve,Valve 27%,25%
140,11,large,-0.26,29,0,Valve,Valve 27%,25%
141,6,small,-0.26,3,0,Valve,Valve 27%,25%
141,6,small,-0.26,9,0,Valve,Valve 27%,25%
141,6,small,-0.26,31,1,Valve,Valve 27%,25%
142,6,small,-0.26,2,0,Valve,Valve 27%,25%
142,6,small,-0.26,11,1,Valve,Valve 27%,25%
142,6,small,-0.26,19,1,Valve,Valve 27%,25%
143,8,medium,-0.26,5,0,Valve,Valve 27%,25%
143,8,medium,-0.26,10,0,Valve,Valve 27%,25%
143,8,medium,-0.26,18,0,Valve,Valve 27%,25%
144,6,small,-0.26,1,0,Valve,Valve 27%,25%
144,6,small,-0.26,26,1,Valve,Valve 27%,25%
144,6,small,-0.26,31,0,Valve,Valve 27%,25%
145,9,medium,-0.26,11,1,Valve,Valve 27%,25%
145,9,medium,-0.26,22,1,Valve,Valve 27%,25%
145,9,medium,-0.26,30,1,Valve,Valve 27%,25%
146,7,medium,-0.26,14,1,Valve,Valve 27%,25%
146,7,medium,-0.26,15,1,Valve,Valve 27%,25%
146,7,medium,-0.26,19,0,Valve,Valve 27%,25%
147,14,xlarge,-0.26,3,1,Valve,Valve 27%,25%
147,14,xlarge,-0.26,9,1,Valve,Valve 27%,25%
147,14,xlarge,-0.26,31,1,Valve,Valve 27%,25%
148,11,large,-0.26,2,1,Valve,Valve 27%,25%
148,11,large,-0.26,11,1,Valve,Valve 27%,25%
148,11,large,-0.26,19,1,Valve,Valve 27%,25%
149,6,small,-0.26,16,1,Valve,Valve 27%,25%
149,6,small,-0.26,23,0,Valve,Valve 27%,25%
149,6,small,-0.26,26,0,Valve,Valve 27%,25%
150,6,small,-0.26,5,0,Valve,Valve 27%,25%
150,6,small,-0.26,10,1,Valve,Valve 27%,25%
150,6,small,-0.26,18,0,Valve,Valve 27%,25%
151,6,small,-0.26,1,1,Valve,Valve 27%,25%
151,6,small,-0.26,26,0,Valve,Valve 27%,25%
151,6,small,-0.26,31,1,Valve,Valve 27%,25%
152,8,medium,-0.26,11,1,Valve,Valve 27%,25%
152,8,medium,-0.26,22,0,Valve,Valve 27%,25%
152,8,medium,-0.26,30,1,Valve,Valve 27%,25%
153,10,large,-0.26,14,0,Valve,Valve 27%,25%
153,10,large,-0.26,15,1,Valve,Valve 27%,25%
153,10,large,-0.26,19,1,Valve,Valve 27%,25%
154,7,medium,-0.26,14,1,Valve,Valve 27%,25%
154,7,medium,-0.26,17,0,Valve,Valve 27%,25%
154,7,medium,-0.26,24,0,Valve,Valve 27%,25%
155,9,medium,-0.26,3,1,Valve,Valve 27%,25%
155,9,medium,-0.26,9,1,Valve,Valve 27%,25%
155,9,medium,-0.26,31,0,Valve,Valve 27%,25%
156,7,medium,-0.26,16,1,Valve,Valve 27%,25%
156,7,medium,-0.26,23,1,Valve,Valve 27%,25%
156,7,medium,-0.26,26,1,Valve,Valve 27%,25%
157,9,medium,-0.26,5,1,Valve,Valve 27%,25%
157,9,medium,-0.26,10,1,Valve,Valve 27%,25%
157,9,medium,-0.26,18,1,Valve,Valve 27%,25%
158,8,medium,-0.26,1,1,Valve,Valve 27%,25%
158,8,medium,-0.26,26,1,Valve,Valve 27%,25%
158,8,medium,-0.26,31,1,Valve,Valve 27%,25%
159,6,small,-0.26,11,0,Valve,Valve 27%,25%
159,6,small,-0.26,22,0,Valve,Valve 27%,25%
159,6,small,-0.26,30,0,Valve,Valve 27%,25%
160,4,small,-0.26,8,1,Valve,Valve 27%,25%
160,4,small,-0.26,17,0,Valve,Valve 27%,25%
160,4,small,-0.26,23,1,Valve,Valve 27%,25%
201,13,xlarge,-0.26,12,0,Girdle,Girdle 27%,27%
201,13,xlarge,-0.26,13,0,Girdle,Girdle 27%,27%
201,13,xlarge,-0.26,25,0,Girdle,Girdle 27%,27%
201,13,xlarge,-0.26,26,0,Girdle,Girdle 27%,27%
202,7,medium,-0.26,2,0,Girdle,Girdle 27%,27%
202,7,medium,-0.26,7,1,Girdle,Girdle 27%,27%
202,7,medium,-0.26,9,1,Girdle,Girdle 27%,27%
202,7,medium,-0.26,24,0,Girdle,Girdle 27%,27%
202,7,medium,-0.26,35,0,Girdle,Girdle 27%,27%
203,8,medium,-0.26,1,0,Girdle,Girdle 27%,27%
203,8,medium,-0.26,10,0,Girdle,Girdle 27%,27%
203,8,medium,-0.26,12,0,Girdle,Girdle 27%,27%
203,8,medium,-0.26,21,0,Girdle,Girdle 27%,27%
203,8,medium,-0.26,32,0,Girdle,Girdle 27%,27%
204,8,medium,-0.26,6,0,Girdle,Girdle 27%,27%
204,8,medium,-0.26,7,0,Girdle,Girdle 27%,27%
204,8,medium,-0.26,12,0,Girdle,Girdle 27%,27%
204,8,medium,-0.26,22,0,Girdle,Girdle 27%,27%
204,8,medium,-0.26,26,0,Girdle,Girdle 27%,27%
205,9,medium,-0.26,9,0,Girdle,Girdle 27%,27%
205,9,medium,-0.26,15,0,Girdle,Girdle 27%,27%
205,9,medium,-0.26,19,1,Girdle,Girdle 27%,27%
205,9,medium,-0.26,20,0,Girdle,Girdle 27%,27%
205,9,medium,-0.26,33,0,Girdle,Girdle 27%,27%
206,7,medium,-0.26,7,0,Girdle,Girdle 27%,27%
206,7,medium,-0.26,13,0,Girdle,Girdle 27%,27%
206,7,medium,-0.26,17,1,Girdle,Girdle 27%,27%
206,7,medium,-0.26,23,0,Girdle,Girdle 27%,27%
206,7,medium,-0.26,25,0,Girdle,Girdle 27%,27%
207,9,medium,-0.26,7,0,Girdle,Girdle 27%,27%
207,9,medium,-0.26,13,0,Girdle,Girdle 27%,27%
207,9,medium,-0.26,23,0,Girdle,Girdle 27%,27%
207,9,medium,-0.26,29,0,Girdle,Girdle 27%,27%
207,9,medium,-0.26,33,0,Girdle,Girdle 27%,27%
208,9,medium,-0.26,2,0,Girdle,Girdle 27%,27%
208,9,medium,-0.26,5,0,Girdle,Girdle 27%,27%
208,9,medium,-0.26,10,0,Girdle,Girdle 27%,27%
208,9,medium,-0.26,22,1,Girdle,Girdle 27%,27%
208,9,medium,-0.26,23,0,Girdle,Girdle 27%,27%
209,7,medium,-0.26,11,1,Girdle,Girdle 27%,27%
209,7,medium,-0.26,16,0,Girdle,Girdle 27%,27%
209,7,medium,-0.26,22,0,Girdle,Girdle 27%,27%
209,7,medium,-0.26,26,0,Girdle,Girdle 27%,27%
209,7,medium,-0.26,27,0,Girdle,Girdle 27%,27%
210,11,large,-0.26,1,0,Girdle,Girdle 27%,27%
210,11,large,-0.26,5,0,Girdle,Girdle 27%,27%
210,11,large,-0.26,26,0,Girdle,Girdle 27%,27%
210,11,large,-0.26,28,1,Girdle,Girdle 27%,27%
210,11,large,-0.26,34,0,Girdle,Girdle 27%,27%
211,7,medium,-0.26,7,1,Girdle,Girdle 27%,27%
211,7,medium,-0.26,18,1,Girdle,Girdle 27%,27%
211,7,medium,-0.26,23,0,Girdle,Girdle 27%,27%
211,7,medium,-0.26,31,1,Girdle,Girdle 27%,27%
212,7,medium,-0.26,7,0,Girdle,Girdle 27%,27%
212,7,medium,-0.26,13,1,Girdle,Girdle 27%,27%
212,7,medium,-0.26,23,0,Girdle,Girdle 27%,27%
212,7,medium,-0.26,29,0,Girdle,Girdle 27%,27%
212,7,medium,-0.26,33,0,Girdle,Girdle 27%,27%
213,7,medium,-0.26,7,1,Girdle,Girdle 27%,27%
213,7,medium,-0.26,13,1,Girdle,Girdle 27%,27%
213,7,medium,-0.26,23,0,Girdle,Girdle 27%,27%
213,7,medium,-0.26,29,1,Girdle,Girdle 27%,27%
213,7,medium,-0.26,33,0,Girdle,Girdle 27%,27%
214,8,medium,-0.26,2,0,Girdle,Girdle 27%,27%
214,8,medium,-0.26,5,0,Girdle,Girdle 27%,27%
214,8,medium,-0.26,10,0,Girdle,Girdle 27%,27%
214,8,medium,-0.26,22,0,Girdle,Girdle 27%,27%
214,8,medium,-0.26,23,0,Girdle,Girdle 27%,27%
215,9,medium,-0.26,11,0,Girdle,Girdle 27%,27%
215,9,medium,-0.26,16,0,Girdle,Girdle 27%,27%
